Stock,Epic,Qty,Price,Target,Stop,Buy Date,Sell,Sell Date,P/L
Elementis,ELM,5000,104.19,120,95,12/10/2007,102.3,18/10/2007,-93.0
Bowleven,BLVN,1500,294.2,450,245,11/10/2007,304.25,20/11/2007,150.0
Fenner,FENR,1500,264.49,320,220,10/10/2007,248.5,16/11/2007,-240.0
MS Int,MSI,1500,225.0,280,195,08/10/2007,173.0,04/07/2008,-1080.0
Fenner,FENR,2000,254.75,290,195,03/10/2007,248.5,16/11/2007,-125.0
Dragon Oil,DGO,2500,225.94,320,220,01/10/2007,296.26,20/11/2007,1758.0
Burren,BUR,500,825.9,880,735,28/09/2007,1213.0,14/12/2007,1936.0
Wellstream,WSM,1000,772.9,880,735,26/09/2007,840.08,02/09/2007,676.0
Boot,BHY,2500,219.45,250,205,25/09/2007,207.0,06/11/2007,-311.0
CSR,CSR,1000,578.08,650,530,24/09/2007,657.51,04/09/2007,795.0
Celsis,CEL,3000,206.4,240,190,23/09/2007,214.0,31/10/2007,228.0
Waterman,WTM,2500,165.0,190,155,19/09/2007,190.0,15/11/2007,625.0
Carlco,CAR,4000,101.65,130,95,18/09/2007,106.0,06/11/2007,174.0
Telecom Plus,TEP,2000,175.6,220,140,10/09/2007,,,
Safestore,SAFE,2500,191.7,250,160,04/09/2007,183.24,07/09/2007,-211.0
Dom & Gen,DGG,250,1207.0,1400,1130,03/09/2007,1390.2,,458.0
Dragon Oil,DGO,2500,216.39,255,190,31/08/2007,238.25,17/09/2007,547.0
Wellstream,WSM,1000,564.9,690,540,29/08/2007,840.08,02/09/2007,2756.0
Lookers,LOOK,2500,158.42,180,145,29/08/2007,166.58,04/09/2007,204.0
Boot H,BHY,2000,231.23,280,210,29/08/2007,237.66,20/09/2007,129.0
Local Shop,LSR,10000,121.23,180,105,23/08/2007,127.67,07/09/2007,644.0
Boot H,BHY,2500,219.4,260,200,23/08/2007,237.66,20/09/2007,456.0
NCC,NCC,1500,308.0,380,290,20/08/2007,360.1,27/08/2007,781.0
Harvey Nash,HVN,8000,67.5,81,60,20/08/2007,63.85,22/10/2007,-207.0
Hill & Smith,HILS,1200,335.8,420,300,17/08/2007,400.24,07/09/2007,773.0
Carphone,CPW,1500,312.4,350,295,17/08/2007,344.14,23/08/2007,476.0
Waterman,WTM,3000,158.0,190,150,17/08/2007,177.52,13/09/2007,585.0
Corin,CRG,500,535.7,585,500,17/08/2007,626.06,19/09/2007,452.0
Game Group,GMG,2500,175.0,210,160,15/08/2007,211.0,24/09/2007,882.0
RM,RM.,2000,173.7,220,160,10/08/2007,193.81,14/11/2007,393.0
Vent Prod,VPC,400,746.42,850,700,06/08/2007,719.5,20/09/2007,-107.0
Corin,CRG,1000,582.8,645,540,03/08/2007,585.65,16/08/2007,28.0
RM,RM.,2000,198.65,220,190,27/07/2007,193.81,14/11/2007,-97.0
Foseco,FOSE,2500,216.5,250,190,25/07/2007,278.48,03/09/2007,1820.0
Fenner,FENR,2500,242.5,280,195,18/07/2007,248.5,16/11/2007,150.0
Intertek,ITRK,400,1036.8,1150,975,16/07/2007,966.5,00/00/2020,-281.0
MTL Instruments,MTI,750,570.0,650,430,04/07/2007,708.0,21/12/2007,1035.0
Wellstream,WSM,1000,469.25,600,400,04/07/2007,572.5,29/08/2007,1063.0
MS International,MSI,2500,178.0,220,155,29/06/2007,130.0,27/10/2008,-1200.0
Dragon Oil,DGO,2200,187.96,220,175,20/06/2007,288.04,04/08/2008,2201.0
Vislink,VLK,5000,77.68,92,72,13/06/2007,71.78,14/09/2007,-301.0
Carphone W/H,CPW,2500,328.1,380,290,10/06/2007,364.0,10/08/2007,818.0
Wellstream,WSM,2000,390.5,650,320,17/05/2007,572.5,29/08/2007,3640.0
Vanco,VAN,1000,408.55,495,345,20/04/2007,365.25,16/08/2007,-432.0
BH Macro,BHMG,500,1014.4,1085,985,02/04/2007,1475.0,20/03/2008,2303.0
MS International,MSI,3500,159.0,185,130,21/03/2007,135.0,27/10/2008,-840.0
Foseco,FOSE,2500,189.9,225,172,19/03/2007,278.48,03/09/2007,2215.0
Trifast,TRI,3000,79.0,120,70,08/03/2007,67.02,21/11/2007,-360.0
Sondex,SDX,1500,330.4,370,280,20/02/2007,453.5,04/09/2007,1850.0
VP,VP.,1300,366.4,450,315,13/02/2007,325.0,14/12/2007,-538.0
Fenner,FENR,3000,202.99,240,190,08/02/2007,248.5,16/11/2007,1366.0
MTL Inst,MTI,1000,520.0,650,430,07/02/2007,708.0,21/12/2007,1880.0
MS Int,MSI,2000,196.3,270,165,06/02/2007,173.0,04/07/2008,-366.0
Fenner,FENR,2500,223.5,270,205,02/02/2007,248.5,16/11/2007,625.0
Trifast,TRI,9000,77.75,98,68,21/12/2006,67.02,21/11/2007,-966.0
Carclo,CAR,5000,89.0,130,78,14/12/2006,106.0,06/11/2007,950.0
Harvey N,HVN,18000,65.0,73,60,12/12/2006,63.85,22/10/2007,-292.0
Renold,RNO,7000,101.5,150,88,30/11/2006,123.5,16/08/2007,1540.0
Renold,RNO,4000,90.42,120,80,23/11/2006,119.0,01/11/2007,1144.0
Vanco,VAN,1700,397.0,495,345,17/11/2006,365.25,16/08/2007,-540.0
Renold,RNO,10000,75.85,100,64,02/10/2006,119.0,01/11/2007,4315.0
Mouchel,MCHL,1400,364.93,420,330,15/09/2006,447.5,22/10/2007,1156.0
Sondex,SDX,2000,306.0,350,270,02/08/2006,353.5,04/09/2007,2955.0
Scott Wil,SWG,2500,217.7,270,190,17/07/2006,228.0,26/06/2008,258.0
Sondex,SDX,2000,270.0,320,245,21/06/2006,455.0,13/09/2007,3700.0
Charter,CHTR,1000,710.5,780,660,14/06/2006,1015.0,14/11/2007,3045.0
Scott W,SWG,2500,224.82,290,192,12/06/2006,253.0,17/12/2007,704.0
Telecom +,TEP,4000,105.75,165,90,05/06/2006,,,
Vislink,VLK,9000,56.0,70,45,23/03/2006,65.52,16/11/2007,855.0
Vislink,VLK,10000,54.0,70,45,15/03/2006,65.52,16/11/2007,1152.0
Marchpole,MPH,50000,12.94,25,14,02/03/2006,117.0,14/09/2007,5230.0
M Parkman,MCHL,1800,280.9,345,255,12/12/2005,399.5,02/07/2008,2135.0
Gyrus,GYG,1500,334.33,370,305,04/11/2005,422.75,10/08/2007,1327.0
Burren,BUR,2923,241.4,330,210,15/04/2004,1213.0,14/12/2007,28399.0
,,0,0.0,0,0,01/01/1970,,,
,,0,0.0,0,0,01/01/1970,,,
er,,0,0.0,0,0,01/01/1970,,,
Elementis,ELM,7000,61.0,75,56,,67.0,11/03/2008,420.0
Nichols,NICL,500,716.0,790,680,,,,
